file_name	gene_id
CDK5.CDK5R1.3358.51.2.tsv	ENSG00000164885
CDK8.CCNC.3359.11.2.tsv	ENSG00000132964
CDKN1B.3719.2.2.tsv	ENSG00000111276
CDKN2B.9874.28.3.tsv	ENSG00000147883
CDKN3.14178.18.3.tsv	ENSG00000100526
CDNF.4962.52.1.tsv	ENSG00000185267
CDON.4541.49.2.tsv	ENSG00000064309
CDSN.7085.81.3.tsv	ENSG00000204539
CDY1.7097.8.3.tsv	ENSG00000172288
CEACAM1.8031.11.3.tsv	ENSG00000079385
CEACAM21.7204.1.3.tsv	ENSG00000007129
CEACAM4.10910.6.3.tsv	ENSG00000105352
CEBPB.10337.83.3.tsv	ENSG00000172216
CECR1.6077.63.3.tsv	ENSG00000093072
CEL.9796.4.3.tsv	ENSG00000170835
CELA2A.7140.1.3.tsv	ENSG00000142615
CELA3B.6357.83.3.tsv	ENSG00000219073
CELF2.7245.2.3.tsv	ENSG00000048740
CENPW.8864.59.3.tsv	ENSG00000203760
CEP57.11276.1.3.tsv	ENSG00000166037
CEP57.9067.152.3.tsv	ENSG00000166037
CEP57.9905.8.3.tsv	ENSG00000166037
CERS5.13494.6.3.tsv	ENSG00000139624
CETN2.13078.3.3.tsv	ENSG00000147400
CFAP45.6553.68.3.tsv	ENSG00000213085
CFB.4129.72.1.tsv	ENSG00000243649
CFC1.3294.55.2.tsv	ENSG00000136698
CFH.4159.130.1.tsv	ENSG00000000971
CFHR5.3666.17.4.tsv	ENSG00000134389
CFHR5.7885.17.3.tsv	ENSG00000134389
CFI.2567.5.6.tsv	ENSG00000205403
CFL1.4203.50.2.tsv	ENSG00000172757
CFP.2960.66.2.tsv	ENSG00000126759
CGA.14056.4.3.tsv	ENSG00000135346
CGA.CGB.4914.10.1.tsv	ENSG00000135346
CGA.FSHB.3032.11.2.tsv	ENSG00000135346
CGA.LHB.2953.31.2.tsv	ENSG00000135346
CGA.TSHB.3521.16.2.tsv	ENSG00000135346
CGB2.6213.10.3.tsv	ENSG00000104818
CGREF1.6257.56.3.tsv	ENSG00000138028
CHAD.13460.4.3.tsv	ENSG00000136457
CHCHD10.11270.17.3.tsv	ENSG00000250479
CHCHD2.8015.144.3.tsv	ENSG00000106153
CHD7.14005.2.3.tsv	ENSG00000171316
CHEK1.2853.68.2.tsv	ENSG00000149554
CHGA.8476.11.3.tsv	ENSG00000100604
CHGB.8235.48.3.tsv	ENSG00000089199
CHI3L1.11104.13.3.tsv	ENSG00000133048
CHI3L2.9383.24.3.tsv	ENSG00000064886
CHIC2.10914.4.3.tsv	ENSG00000109220
